index,strategy,utility,reserved_value,advantage,partner_welfare,welfare,scenario,partners,time,negotiator_id,has_error,self_error,mechanism_error,error_details,mechanism_name,nash_optimality,kalai_optimality,max_welfare_optimality,pareto_optimality
287,AwesomeNegotiator,0.8068538089243602,0.5611273150736306,0.559903822430771,0.27977463940327996,0.54331422416382,S0,Shochan,0.010877519744099118,nKjTTkSLh,False,False,False,,-8780723770797785729,0.9554688065232676,0.9959923002174341,0.9290876396614738,1.0
288,UOAgent,0.6784212192414283,0.6784212192414283,0.0,0.6026531277807107,0.6405371735110694,DivideThePies7,AwesomeNegotiator,0.005760855696280487,nXG1XXsX7,False,False,False,,4921122882983766280,0.9335767690614442,0.9645924193873043,0.9295373429040124,0.9712353725454931
289,AwesomeNegotiator,0.6026531277807107,0.6026531277807107,0.0,0.6784212192414283,0.6405371735110694,DivideThePies7,UOAgent,0.00738240392820444,nwjjL0tms,False,False,False,,4921122882983766280,0.9335767690614442,0.9645924193873043,0.9295373429040124,0.9712353725454931
290,AwesomeNegotiator,0.5428158802662838,0.19652485722914453,0.4309915821949685,0.5749812349289861,0.558898557597635,S4,UOAgent,0.0025396688288310543,n3K1uY2oI,False,False,False,,6461565561815330746,1.0,1.0,0.9997808171440529,1.0
291,UOAgent,0.5749812349289861,0.16424952297751227,0.4914525605953345,0.5428158802662838,0.558898557597635,S4,AwesomeNegotiator,0.004005703856819309,nR4HSEHdo,False,False,False,,6461565561815330746,1.0,1.0,0.9997808171440529,1.0
292,RVFitter,0.3451058550999514,0.2341757033874725,0.14493673407864677,0.6983725251505588,0.521739190125255,DivideThePies8,Shochan,0.004208164042211138,nZ5YfBINR,False,False,False,,9063972190595582856,0.9909910677487256,0.9342686935726968,0.991225057397885,1.0
293,Shochan,0.6983725251505588,0.47357940248705105,0.4270242075945709,0.3451058550999514,0.521739190125255,DivideThePies8,RVFitter,0.40068482112837955,nnlRhtlt9,False,False,False,,9063972190595582856,0.9909910677487256,0.9342686935726968,0.991225057397885,1.0
294,Shochan,0.46907373956157705,0.46907373956157705,0.0,0.4850247405592664,0.4770492400604217,S5,AwesomeNegotiator,1.0124742288317066,nSnoM5QUD,False,False,False,,-3984653886330465947,0.9713060613383084,0.9713060613383084,0.9465588937241585,0.9713060613383084
295,AwesomeNegotiator,0.4850247405592664,0.4850247405592664,0.0,0.46907373956157705,0.4770492400604217,S5,Shochan,0.010478174823219888,nXTQoJtLS,False,False,False,,-3984653886330465947,0.9713060613383084,0.9713060613383084,0.9465588937241585,0.9713060613383084
296,AwesomeNegotiator,0.3270895455918036,0.3270895455918036,0.0,0.5635107556759603,0.44530015063388195,S2,UOAgent,0.012245784921105951,n0IqdcCaP,False,False,False,,-8375968927972405319,0.8746742872698855,0.8799636555775956,0.7610066855988639,0.8812375059402838
297,UOAgent,0.5635107556759603,0.5635107556759603,0.0,0.3270895455918036,0.44530015063388195,S2,AwesomeNegotiator,0.021407678577816114,n8SdvqOqP,False,False,False,,-8375968927972405319,0.8746742872698855,0.8799636555775956,0.7610066855988639,0.8812375059402838
298,UOAgent,0.7448929607930865,0.34365556411290143,0.6206369605350459,0.4229695800550901,0.5839312704240883,DivideThePies3,Shochan,0.05946091652731411,nkltPWEbi,False,False,False,,-3815569935108603599,0.8445117549126473,0.8454856735321259,0.988007524678174,1.0
299,Shochan,0.4229695800550901,0.24015350268590402,0.25016033266096593,0.7448929607930865,0.5839312704240883,DivideThePies3,UOAgent,10.315230047286605,nMvp29U4G,False,False,False,,-3815569935108603599,0.8445117549126473,0.8454856735321259,0.988007524678174,1.0
300,UOAgent,0.7448929607930865,0.34365556411290143,0.6206369605350459,0.4229695800550901,0.5839312704240883,DivideThePies3,UOAgent,0.04727669020940084,n9BPjaLp6,False,False,False,,4542072490570403119,0.8445117549126473,0.8454856735321259,0.988007524678174,1.0
301,UOAgent,0.4229695800550901,0.24015350268590402,0.25016033266096593,0.7448929607930865,0.5839312704240883,DivideThePies3,UOAgent,0.10547799846972339,nkYEHhO2B,False,False,False,,4542072490570403119,0.8445117549126473,0.8454856735321259,0.988007524678174,1.0
302,UOAgent,0.7934985084326868,0.47816550427842364,0.6169706303135231,0.5710733912420074,0.682285949837347,S1,UOAgent,0.0022093760053394362,nvXSy0BBK,False,False,False,,-7936174209922417844,0.8520427936875007,0.9525250079942447,0.9140845490506934,1.0
303,UOAgent,0.5710733912420074,0.16875877490473085,0.48896858262510434,0.7934985084326868,0.682285949837347,S1,UOAgent,0.003991791003500111,n5lFDTjsO,False,False,False,,-7936174209922417844,0.8520427936875007,0.9525250079942447,0.9140845490506934,1.0
304,AwesomeNegotiator,0.6784212192414283,0.6784212192414283,0.0,0.6026531277807107,0.6405371735110694,DivideThePies7,Shochan,0.012768877073540352,nZEXIsw27,False,False,False,,-8546329016028329619,0.9335767690614442,0.9645924193873043,0.9295373429040124,0.9712353725454931
305,Shochan,0.6026531277807107,0.6026531277807107,0.0,0.6784212192414283,0.6405371735110694,DivideThePies7,AwesomeNegotiator,0.4626574801513925,ntN1zRsGK,False,False,False,,-8546329016028329619,0.9335767690614442,0.9645924193873043,0.9295373429040124,0.9712353725454931
306,RVFitter,0.6058343904048487,0.47816550427842364,0.24979292401093545,0.6413252587206069,0.6235798245627278,S1,AwesomeNegotiator,0.0017765800148481503,nhvF4SX7I,False,False,False,,535219734001835856,0.7088950593189021,0.8093583672140043,0.8354337105555482,1.0
307,AwesomeNegotiator,0.6413252587206069,0.16875877490473085,0.5743518987484729,0.6058343904048487,0.6235798245627278,S1,RVFitter,0.0032303710177075118,nFWdJAe71,False,False,False,,535219734001835856,0.7088950593189021,0.8093583672140043,0.8354337105555482,1.0
308,Shochan,0.315308153134893,0.027441839804024756,0.2959887902980134,0.7823227690580122,0.5488154610964526,S0,Shochan,1.2115404251380824,nSijvSZ5U,False,False,False,,3105752530947395883,0.9860007775949089,0.9654603291457927,0.9384949605259779,1.0
309,Shochan,0.7823227690580122,0.5611273150736306,0.5040082501864797,0.315308153134893,0.5488154610964526,S0,Shochan,0.6657627960084938,nXEANZczU,False,False,False,,3105752530947395883,0.9860007775949089,0.9654603291457927,0.9384949605259779,1.0
310,UOAgent,0.7705462236916267,0.3601466409842349,0.6413963088959578,0.23929683461520662,0.5049215291534167,S9,Shochan,0.10286750055092853,nBDhSPXa5,False,False,False,,7129058503228644074,0.8235523403136419,0.849464860038707,0.9731321374352362,1.0
311,Shochan,0.23929683461520662,0.1373045019914979,0.1182251824185404,0.7705462236916267,0.5049215291534167,S9,UOAgent,11.336791411158629,njd63zxf3,False,False,False,,7129058503228644074,0.8235523403136419,0.849464860038707,0.9731321374352362,1.0
312,UOAgent,0.3270895455918036,0.3270895455918036,0.0,0.5635107556759603,0.44530015063388195,S2,Shochan,0.023568802746012807,nTWlaMbVx,False,False,False,,-7886693754495573475,0.8746742872698855,0.8799636555775956,0.7610066855988639,0.8812375059402838
313,Shochan,0.5635107556759603,0.5635107556759603,0.0,0.3270895455918036,0.44530015063388195,S2,UOAgent,1.626337908077403,nkHflB7rI,False,False,False,,-7886693754495573475,0.8746742872698855,0.8799636555775956,0.7610066855988639,0.8812375059402838
314,UOAgent,0.6136967181898806,0.19652485722914453,0.5192094176331103,0.5040274054720655,0.558862061830973,S4,Shochan,0.0036447879974730313,n6CmVk2yW,False,False,False,,-7248389379680579857,0.929082656918942,0.929082656918942,0.9997155320097121,1.0
315,Shochan,0.5040274054720655,0.16424952297751227,0.4065542190356545,0.6136967181898806,0.558862061830973,S4,UOAgent,0.07871817298291717,n1AFuL3zh,False,False,False,,-7248389379680579857,0.929082656918942,0.929082656918942,0.9997155320097121,1.0
316,AwesomeNegotiator,0.45048903254722683,0.34365556411290143,0.16525079586573568,0.7309115393666626,0.5907002859569448,DivideThePies3,UOAgent,0.0617237065162044,nVgOCt1Ow,False,False,False,,-9096893177140389652,0.8134950327051294,0.8125244378855501,0.9994606504480416,1.0
317,UOAgent,0.7309115393666626,0.24015350268590402,0.6715393715847984,0.45048903254722683,0.5907002859569448,DivideThePies3,AwesomeNegotiator,0.10342265642248094,nN3C8xcpm,False,False,False,,-9096893177140389652,0.8134950327051294,0.8125244378855501,0.9994606504480416,1.0
318,AwesomeNegotiator,0.8019455565772737,0.34365556411290143,0.7088863359200527,0.3652794525493091,0.5836125045632914,DivideThePies3,Shochan,0.07211150883813389,nMGULxRXt,False,False,False,,-5379326806978437689,0.7794457841441026,0.7804190693379602,0.9874681751262153,1.0
319,Shochan,0.3652794525493091,0.24015350268590402,0.17121879920406105,0.8019455565772737,0.5836125045632914,DivideThePies3,AwesomeNegotiator,10.325705586496042,nKjg99z5r,False,False,False,,-5379326806978437689,0.7794457841441026,0.7804190693379602,0.9874681751262153,1.0
320,UOAgent,0.4754951024555656,0.2341757033874725,0.3152979152269245,0.5525228078956996,0.5140089551756326,DivideThePies8,RVFitter,0.007465378992492333,nz80wVETG,False,False,False,,725891075982011919,0.8694882172319156,0.9248315529455077,0.9765387874632858,0.999335729390474
321,RVFitter,0.5525228078956996,0.47357940248705105,0.14996341854241976,0.4754951024555656,0.5140089551756326,DivideThePies8,UOAgent,0.003486867921310477,npYRx7vIl,False,False,False,,725891075982011919,0.8694882172319156,0.9248315529455077,0.9765387874632858,0.999335729390474
322,AwesomeNegotiator,0.7934985084326868,0.47816550427842364,0.6169706303135231,0.5710733912420074,0.682285949837347,S1,UOAgent,0.0023273800034075975,nXZ13BT8C,False,False,False,,7910798824419240501,0.8520427936875007,0.9525250079942447,0.9140845490506934,1.0
323,UOAgent,0.5710733912420074,0.16875877490473085,0.48896858262510434,0.7934985084326868,0.682285949837347,S1,AwesomeNegotiator,0.0038437089970102534,nwR8rUlUT,False,False,False,,7910798824419240501,0.8520427936875007,0.9525250079942447,0.9140845490506934,1.0
324,UOAgent,0.3270895455918036,0.3270895455918036,0.0,0.5635107556759603,0.44530015063388195,S2,AwesomeNegotiator,0.02015491471684072,nXI7UKehl,False,False,False,,-4792424465742215216,0.8746742872698855,0.8799636555775956,0.7610066855988639,0.8812375059402838
325,AwesomeNegotiator,0.5635107556759603,0.5635107556759603,0.0,0.3270895455918036,0.44530015063388195,S2,UOAgent,0.011153841085615568,nEAykpcRj,False,False,False,,-4792424465742215216,0.8746742872698855,0.8799636555775956,0.7610066855988639,0.8812375059402838
326,AwesomeNegotiator,0.35268865485386275,0.2341757033874725,0.1548441056501998,0.6955848590461979,0.5241367569500304,DivideThePies8,Shochan,0.005986264062812552,nR9TGXfU3,False,False,False,,-7734227335031454090,0.9966382835547042,0.9386469902195493,0.995780069477642,1.0
327,Shochan,0.6955848590461979,0.47357940248705105,0.42172866787721547,0.35268865485386275,0.5241367569500304,DivideThePies8,AwesomeNegotiator,0.39805615818477236,nyGoOjqlx,False,False,False,,-7734227335031454090,0.9966382835547042,0.9386469902195493,0.995780069477642,1.0
328,UOAgent,0.42853521428840097,0.027441839804024756,0.41241068236325723,0.7041549421415594,0.5663450782149801,S0,Shochan,0.01408226571220439,nghoWhYBq,False,False,False,,601203265441291873,0.9167095093252882,0.8681706160659899,0.9684712612898456,1.0
329,Shochan,0.7041549421415594,0.5611273150736306,0.32589776484249605,0.42853521428840097,0.5663450782149801,S0,UOAgent,0.6572132630972192,nQNurMTmA,False,False,False,,601203265441291873,0.9167095093252882,0.8681706160659899,0.9684712612898456,1.0
330,RVFitter,0.6784212192414283,0.6784212192414283,0.0,0.6026531277807107,0.6405371735110694,DivideThePies7,Shochan,0.032880206214031205,nNxyXB7mO,False,False,False,,6872614552686055428,0.9335767690614442,0.9645924193873043,0.9295373429040124,0.9712353725454931
331,Shochan,0.6026531277807107,0.6026531277807107,0.0,0.6784212192414283,0.6405371735110694,DivideThePies7,RVFitter,0.46065107903268654,n2M5F61Z6,False,False,False,,6872614552686055428,0.9335767690614442,0.9645924193873043,0.9295373429040124,0.9712353725454931
332,UOAgent,0.3270895455918036,0.3270895455918036,0.0,0.5635107556759603,0.44530015063388195,S2,AwesomeNegotiator,0.020213372641592287,nJ6BSZnEZ,False,False,False,,-2708587227728878517,0.8746742872698855,0.8799636555775956,0.7610066855988639,0.8812375059402838
333,AwesomeNegotiator,0.5635107556759603,0.5635107556759603,0.0,0.3270895455918036,0.44530015063388195,S2,UOAgent,0.01148803079559002,ny7xqTwm7,False,False,False,,-2708587227728878517,0.8746742872698855,0.8799636555775956,0.7610066855988639,0.8812375059402838
334,RVFitter,0.6811985708533632,0.5209143183374337,0.34224001426195655,0.8747997914678152,0.7779991811605892,S6,UOAgent,0.2811966930748895,nvMW0s90y,False,False,False,,-1712087060376799682,0.7757169869370436,0.712128660940735,0.9870389359794449,1.0
335,UOAgent,0.8747997914678152,0.13140475186614992,0.8558589789378586,0.6811985708533632,0.7779991811605892,S6,RVFitter,0.06505085280514322,n8S3zDljk,False,False,False,,-1712087060376799682,0.7757169869370436,0.712128660940735,0.9870389359794449,1.0
336,Shochan,0.989264394016533,0.47816550427842364,1.0,0.5035645801651734,0.7464144870908531,S1,RVFitter,0.029400578030617908,nWe6QvVqb,False,False,False,,5828354807873872063,1.0,0.8995156070764436,1.0,1.0
337,RVFitter,0.5035645801651734,0.16875877490473085,0.40691914587465794,0.989264394016533,0.7464144870908531,S1,Shochan,0.0024233320291386917,nXTDlJ40Z,False,False,False,,5828354807873872063,1.0,0.8995156070764436,1.0,1.0
338,RVFitter,0.04668229816791919,0.027441839804024756,0.01978334988214729,0.9664213632071755,0.5065518306875474,S0,Shochan,0.006640707986662164,nCwRw9wtq,False,False,False,,-2700880766395271390,0.7557269498409209,0.8042655294389864,0.8662225721478393,0.9987794711046449
339,Shochan,0.9664213632071755,0.5611273150736306,0.9234888888141717,0.04668229816791919,0.5065518306875474,S0,RVFitter,0.6544693317991914,nh3d5mSUS,False,False,False,,-2700880766395271390,0.7557269498409209,0.8042655294389864,0.8662225721478393,0.9987794711046449
340,AwesomeNegotiator,0.4826414026481142,0.3270895455918036,0.231162788506702,0.6592896536025308,0.5709655281253225,S2,RVFitter,0.009788996205315925,nCTfkgzeE,False,False,False,,-6144794411746019912,0.9892272257275986,0.9666457571650742,0.975765634777658,1.0
341,RVFitter,0.6592896536025308,0.5635107556759603,0.2194301444355096,0.4826414026481142,0.5709655281253225,S2,AwesomeNegotiator,0.013166357457521372,nuIH5Na9i,False,False,False,,-6144794411746019912,0.9892272257275986,0.9666457571650742,0.975765634777658,1.0
342,RVFitter,0.3270895455918036,0.3270895455918036,0.0,0.5635107556759603,0.44530015063388195,S2,UOAgent,0.638589683934697,njAzkd1Cz,False,False,False,,3198082576699196037,0.8746742872698855,0.8799636555775956,0.7610066855988639,0.8812375059402838
343,UOAgent,0.5635107556759603,0.5635107556759603,0.0,0.3270895455918036,0.44530015063388195,S2,RVFitter,0.022260937286773697,nEtm8JueA,False,False,False,,3198082576699196037,0.8746742872698855,0.8799636555775956,0.7610066855988639,0.8812375059402838
344,AwesomeNegotiator,0.3270895455918036,0.3270895455918036,0.0,0.5635107556759603,0.44530015063388195,S2,AwesomeNegotiator,0.011540562234586105,nDAfCvdEz,False,False,False,,4530225075081844731,0.8746742872698855,0.8799636555775956,0.7610066855988639,0.8812375059402838
345,AwesomeNegotiator,0.5635107556759603,0.5635107556759603,0.0,0.3270895455918036,0.44530015063388195,S2,AwesomeNegotiator,0.010111943425727077,noDxlOvMd,False,False,False,,4530225075081844731,0.8746742872698855,0.8799636555775956,0.7610066855988639,0.8812375059402838
346,RVFitter,0.6872952704136528,0.6784212192414283,0.029077538576172093,0.641007758423391,0.6641515144185219,DivideThePies7,UOAgent,0.006252934064832516,nwmMic6Qf,False,False,False,,-4243701848007403054,0.9435242272853636,0.9801994514117929,0.9638060982694862,1.0
347,UOAgent,0.641007758423391,0.6026531277807107,0.09657259257896064,0.6872952704136528,0.6641515144185219,DivideThePies7,RVFitter,0.015408909050165676,nskNGDwGp,False,False,False,,-4243701848007403054,0.9435242272853636,0.9801994514117929,0.9638060982694862,1.0
348,UOAgent,0.49426461056369175,0.3601466409842349,0.20960735407525208,0.5378605416739713,0.5160625761188316,S9,UOAgent,0.08588716806843877,nt8yJgtlE,False,False,False,,3093177690719462672,0.8887745299091578,0.8628726770515283,0.9946042082833508,1.0
349,UOAgent,0.5378605416739713,0.1373045019914979,0.4643075576575292,0.49426461056369175,0.5160625761188316,S9,UOAgent,0.16688523323682602,nUciNehuV,False,False,False,,3093177690719462672,0.8887745299091578,0.8628726770515283,0.9946042082833508,1.0
350,Shochan,0.27977463940327996,0.027441839804024756,0.25945265787334393,0.8068538089243602,0.54331422416382,S0,UOAgent,1.1633867161581293,nmYfYT3Br,False,False,False,,-4634277368896341253,0.9554688065232676,0.9959923002174341,0.9290876396614738,1.0
351,UOAgent,0.8068538089243602,0.5611273150736306,0.559903822430771,0.27977463940327996,0.54331422416382,S0,Shochan,0.010796107031637803,nkpZFAvji,False,False,False,,-4634277368896341253,0.9554688065232676,0.9959923002174341,0.9290876396614738,1.0
352,UOAgent,0.46907373956157705,0.46907373956157705,0.0,0.4850247405592664,0.4770492400604217,S5,UOAgent,0.01240695251908619,n7CYC2bJW,False,False,False,,4399357795262032963,0.9713060613383084,0.9713060613383084,0.9465588937241585,0.9713060613383084
353,UOAgent,0.4850247405592664,0.4850247405592664,0.0,0.46907373956157705,0.4770492400604217,S5,UOAgent,0.02219030611740891,n2nZloMPr,False,False,False,,4399357795262032963,0.9713060613383084,0.9713060613383084,0.9465588937241585,0.9713060613383084
354,RVFitter,0.6872952704136528,0.6784212192414283,0.029077538576172093,0.641007758423391,0.6641515144185219,DivideThePies7,UOAgent,0.004503383097471669,n6uV9CrrD,False,False,False,,4180756875656306264,0.9435242272853636,0.9801994514117929,0.9638060982694862,1.0
355,UOAgent,0.641007758423391,0.6026531277807107,0.09657259257896064,0.6872952704136528,0.6641515144185219,DivideThePies7,RVFitter,0.015284301887732,ns9rbY2o9,False,False,False,,4180756875656306264,0.9435242272853636,0.9801994514117929,0.9638060982694862,1.0
356,AwesomeNegotiator,0.5117037051903686,0.3601466409842349,0.2368621842343091,0.52602079229499,0.5188622487426793,S9,Shochan,0.064808038980118,nbBKRGmZi,False,False,False,,-7171174226066375505,0.9033084302706329,0.8773959105455678,1.0,1.0
357,Shochan,0.52602079229499,0.1373045019914979,0.4505834227729576,0.5117037051903686,0.5188622487426793,S9,AwesomeNegotiator,11.328805634388118,nyZNJSaqq,False,False,False,,-7171174226066375505,0.9033084302706329,0.8773959105455678,1.0,1.0
358,Shochan,0.5476261739818211,0.027441839804024756,0.5348619295662242,0.6219388938771899,0.5847825339295055,S0,RVFitter,1.1752513359242585,nxjDdOOlv,False,False,False,,-8384910916512310624,0.8143812745293411,0.7658423812700428,1.0,1.0
359,RVFitter,0.6219388938771899,0.5611273150736306,0.13856314346326165,0.5476261739818211,0.5847825339295055,S0,Shochan,0.006512148218462244,n1uiB4DK2,False,False,False,,-8384910916512310624,0.8143812745293411,0.7658423812700428,1.0,1.0
360,Shochan,0.6926607107088898,0.3601466409842349,0.5196723046607656,0.32557185101372743,0.5091162808613086,S9,AwesomeNegotiator,9.203088058377034,nhnMMEOLg,False,False,False,,-2992254711669606028,0.9057397225178133,0.9316522422428785,0.981216656434367,1.0
361,AwesomeNegotiator,0.32557185101372743,0.1373045019914979,0.21823151906650393,0.6926607107088898,0.5091162808613086,S9,Shochan,0.05975270248018205,nhmiPceb1,False,False,False,,-2992254711669606028,0.9057397225178133,0.9316522422428785,0.981216656434367,1.0
362,RVFitter,0.27003682616437885,0.2341757033874725,0.04685465525324332,0.7437886211593803,0.5069127236618796,DivideThePies8,UOAgent,0.003753123033675365,nUHAlJewK,False,False,False,,-1600082461063188466,0.928763086306433,0.8756962765631898,0.963057027567427,1.0
363,UOAgent,0.7437886211593803,0.47357940248705105,0.5132980765653598,0.27003682616437885,0.5069127236618796,DivideThePies8,RVFitter,0.005952066945610568,nAhbTB83r,False,False,False,,-1600082461063188466,0.928763086306433,0.8756962765631898,0.963057027567427,1.0
364,AwesomeNegotiator,0.2341757033874725,0.2341757033874725,0.0,0.47357940248705105,0.35387755293726175,DivideThePies8,UOAgent,0.006199042094522156,nb4CM2zOh,False,False,False,,677299245847902253,0.821886305643839,0.8470250714586299,0.6723134937167548,0.8470250714586299
365,UOAgent,0.47357940248705105,0.47357940248705105,0.0,0.2341757033874725,0.35387755293726175,DivideThePies8,AwesomeNegotiator,0.0058736630890052766,nKo1OMz1a,False,False,False,,677299245847902253,0.821886305643839,0.8470250714586299,0.6723134937167548,0.8470250714586299
366,Shochan,0.3270895455918036,0.3270895455918036,0.0,0.5635107556759603,0.44530015063388195,S2,AwesomeNegotiator,2.3288716170936823,ngewo8rO7,False,False,False,,1009592718414204717,0.8746742872698855,0.8799636555775956,0.7610066855988639,0.8812375059402838
367,AwesomeNegotiator,0.5635107556759603,0.5635107556759603,0.0,0.3270895455918036,0.44530015063388195,S2,Shochan,0.013018298239330761,nTodzRP1g,False,False,False,,1009592718414204717,0.8746742872698855,0.8799636555775956,0.7610066855988639,0.8812375059402838
368,Shochan,0.6784212192414283,0.6784212192414283,0.0,0.6026531277807107,0.6405371735110694,DivideThePies7,RVFitter,0.33362556593783665,nE8F2VJZf,False,False,False,,-6837039169481945594,0.9335767690614442,0.9645924193873043,0.9295373429040124,0.9712353725454931
369,RVFitter,0.6026531277807107,0.6026531277807107,0.0,0.6784212192414283,0.6405371735110694,DivideThePies7,Shochan,0.005511083814781159,nYIV3GSr2,False,False,False,,-6837039169481945594,0.9335767690614442,0.9645924193873043,0.9295373429040124,0.9712353725454931
370,UOAgent,0.42853521428840097,0.027441839804024756,0.41241068236325723,0.7041549421415594,0.5663450782149801,S0,UOAgent,0.01388436637353152,nkW30lb47,False,False,False,,2009539054450504769,0.9167095093252882,0.8681706160659899,0.9684712612898456,1.0
371,UOAgent,0.7041549421415594,0.5611273150736306,0.32589776484249605,0.42853521428840097,0.5663450782149801,S0,UOAgent,0.010952011129120365,nSI8JZHyn,False,False,False,,2009539054450504769,0.9167095093252882,0.8681706160659899,0.9684712612898456,1.0
372,UOAgent,0.3270895455918036,0.3270895455918036,0.0,0.5635107556759603,0.44530015063388195,S2,UOAgent,0.02011700776347425,nx0wLRThS,False,False,False,,8656587074951277031,0.8746742872698855,0.8799636555775956,0.7610066855988639,0.8812375059402838
373,UOAgent,0.5635107556759603,0.5635107556759603,0.0,0.3270895455918036,0.44530015063388195,S2,UOAgent,0.020676709900726564,n2E97cno5,False,False,False,,8656587074951277031,0.8746742872698855,0.8799636555775956,0.7610066855988639,0.8812375059402838
374,RVFitter,0.46907373956157705,0.46907373956157705,0.0,0.4850247405592664,0.4770492400604217,S5,UOAgent,0.38101274785003625,nvBmvZrwp,False,False,False,,-4597364535590095335,0.9713060613383084,0.9713060613383084,0.9465588937241585,0.9713060613383084
375,UOAgent,0.4850247405592664,0.4850247405592664,0.0,0.46907373956157705,0.4770492400604217,S5,RVFitter,0.020928130979882553,nawrGYYLe,False,False,False,,-4597364535590095335,0.9713060613383084,0.9713060613383084,0.9465588937241585,0.9713060613383084
376,Shochan,0.6926607107088898,0.3601466409842349,0.5196723046607656,0.32557185101372743,0.5091162808613086,S9,Shochan,9.29139246075647,nYNHh1ELK,False,False,False,,8094018710117025241,0.9057397225178133,0.9316522422428785,0.981216656434367,1.0
377,Shochan,0.32557185101372743,0.1373045019914979,0.21823151906650393,0.6926607107088898,0.5091162808613086,S9,Shochan,11.404726824403042,nC7KNqv69,False,False,False,,8094018710117025241,0.9057397225178133,0.9316522422428785,0.981216656434367,1.0
378,AwesomeNegotiator,0.315308153134893,0.027441839804024756,0.2959887902980134,0.7823227690580122,0.5488154610964526,S0,Shochan,0.006046883965609595,nWBYsfsx5,False,False,False,,2870721900911292503,0.9860007775949089,0.9654603291457927,0.9384949605259779,1.0
379,Shochan,0.7823227690580122,0.5611273150736306,0.5040082501864797,0.315308153134893,0.5488154610964526,S0,AwesomeNegotiator,0.660876563139027,nvfcSBxUR,False,False,False,,2870721900911292503,0.9860007775949089,0.9654603291457927,0.9384949605259779,1.0
380,Shochan,0.6156814398606828,0.34365556411290143,0.4207716282377241,0.5657191320532067,0.5907002859569448,DivideThePies3,AwesomeNegotiator,7.069244102138327,nsOb9MZR1,False,False,False,,1224068848237868467,0.9990251787417211,1.0,0.9994606504480416,1.0
381,AwesomeNegotiator,0.5657191320532067,0.24015350268590402,0.4454947689367096,0.6156814398606828,0.5907002859569448,DivideThePies3,Shochan,0.11403015680843964,nV1IwsZHM,False,False,False,,1224068848237868467,0.9990251787417211,1.0,0.9994606504480416,1.0
382,AwesomeNegotiator,0.6784212192414283,0.6784212192414283,0.0,0.6026531277807107,0.6405371735110694,DivideThePies7,UOAgent,0.006405360240023583,nx1zZNd2z,False,False,False,,-6553596745393310274,0.9335767690614442,0.9645924193873043,0.9295373429040124,0.9712353725454931
383,UOAgent,0.6026531277807107,0.6026531277807107,0.0,0.6784212192414283,0.6405371735110694,DivideThePies7,AwesomeNegotiator,0.015483890179893933,niKLn7VdO,False,False,False,,-6553596745393310274,0.9335767690614442,0.9645924193873043,0.9295373429040124,0.9712353725454931
384,Shochan,0.6156814398606828,0.34365556411290143,0.4207716282377241,0.5657191320532067,0.5907002859569448,DivideThePies3,AwesomeNegotiator,7.122835875095916,nmBr7MGHN,False,False,False,,-2291942456706373304,0.9990251787417211,1.0,0.9994606504480416,1.0
385,AwesomeNegotiator,0.5657191320532067,0.24015350268590402,0.4454947689367096,0.6156814398606828,0.5907002859569448,DivideThePies3,Shochan,0.11463025174452923,nurc8TakF,False,False,False,,-2291942456706373304,0.9990251787417211,1.0,0.9994606504480416,1.0
386,AwesomeNegotiator,0.20191801013225863,0.027441839804024756,0.17939921484292112,0.8606031817258382,0.5312605959290484,S0,UOAgent,0.005230692142504267,nsmVdjmPr,False,False,False,,-5745425853286908426,0.8885709373569125,0.9371098306162109,0.9084754846544218,1.0
387,UOAgent,0.8606031817258382,0.5611273150736306,0.6823752694986047,0.20191801013225863,0.5312605959290484,S0,AwesomeNegotiator,0.009519081315374933,nOhR9k5Im,False,False,False,,-5745425853286908426,0.8885709373569125,0.9371098306162109,0.9084754846544218,1.0
388,RVFitter,0.728082291593109,0.47816550427842364,0.4889793195260989,0.5948510297020397,0.6614666606475743,S1,UOAgent,0.0018591209955047816,nez1zaqz0,False,False,False,,-727104765462581291,0.802316397602647,0.9027944200692892,0.886192152065051,1.0
389,UOAgent,0.5948510297020397,0.16875877490473085,0.5178676524173567,0.728082291593109,0.6614666606475743,S1,RVFitter,0.003836826974293217,nQMYeqZMP,False,False,False,,-727104765462581291,0.802316397602647,0.9027944200692892,0.886192152065051,1.0
390,UOAgent,0.6725529687959012,0.19652485722914453,0.59246152895923,0.35749812399705455,0.5150255463964779,S4,RVFitter,0.0035985800495836884,nY4QUCESB,False,False,False,,3935153897526244236,0.8209321138774841,0.8209321138774841,0.9212989631600221,1.0
391,RVFitter,0.35749812399705455,0.16424952297751227,0.2312276287391727,0.6725529687959012,0.5150255463964779,S4,UOAgent,0.0025531229039188474,nFxIUOWfR,False,False,False,,3935153897526244236,0.8209321138774841,0.8209321138774841,0.9212989631600221,1.0
392,RVFitter,0.3721857714838551,0.3601466409842349,0.01881545252515212,0.5303956931875464,0.4512907323357008,S9,Shochan,0.22169039936852641,nWMDeIDzE,False,False,False,,5494450867915796925,0.8202234383182256,0.7961688232065594,0.8697698347283511,0.9440607706652723
393,Shochan,0.5303956931875464,0.1373045019914979,0.4556546221737377,0.3721857714838551,0.4512907323357008,S9,RVFitter,11.284942835467518,nB2vbbvOu,False,False,False,,5494450867915796925,0.8202234383182256,0.7961688232065594,0.8697698347283511,0.9440607706652723
